blackforge_id,source_ref,title,pipeline_stage,stage_primary,functional_category,functional_category_primary,domain_scope,domain_primary,execution_scope,execution_scope_v2,tier,activation_tier,audit_score,quality_score_v2,review_status,change_reason,tier_relaxation_reason
BF-CYB-R1000-0910,R1000-0910,Futuro postpropiedad,ROMPER,ROMPER,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,research,66,43,manual_review_recommended,tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0555,M800-0555,Modelo sombra,DIVERGIR,CARTOGRAFIAR,agents_ai_devtools,agents_ai_devtools,developer_tools,developer_tools,defensive_design,defensive_design,core,research,71,42,manual_review_recommended,stage_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0431,S800-0431,Veto consumible,DIVERGIR,DELIMITAR,governance_incentives,governance_incentives,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,61,42,manual_review_recommended,stage_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0470,R1000-0470,Resiliencia por sustitución,ROMPER,DESCOMPONER,failure_resilience,failure_resilience,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,69,42,manual_review_recommended,stage_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0559,M800-0559,Automatización frugal,DIVERGIR,DIVERGIR,agents_ai_devtools,agents_ai_devtools,developer_tools,developer_tools,defensive_design,defensive_design,core,research,66,42,manual_review_recommended,tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0407,S800-0407,Gobernanza por mérito decreciente,DIVERGIR,DIVERGIR,governance_incentives,governance_incentives,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,61,42,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0413,S800-0413,Gobernanza sin propuesta,DIVERGIR,DIVERGIR,governance_incentives,governance_incentives,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,61,42,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0419,S800-0419,Gobernanza federada efímera,DIVERGIR,DIVERGIR,governance_incentives,governance_incentives,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,61,42,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0436,S800-0436,Veto recíproco,DIVERGIR,DIVERGIR,agents_ai_devtools,governance_incentives,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,61,42,manual_review_recommended,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0437,S800-0437,Veto temporal,DIVERGIR,DIVERGIR,governance_incentives,governance_incentives,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,58,42,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0438,S800-0438,Veto condicionado,DIVERGIR,DIVERGIR,agents_ai_devtools,governance_incentives,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,61,42,manual_review_recommended,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0439,S800-0439,Veto por predicción,DIVERGIR,DIVERGIR,governance_incentives,governance_incentives,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,61,42,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0986,S800-0986,Trasplante militar defensivo,DIVERGIR,DIVERGIR,cross_domain_transfer,cross_domain_transfer,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,63,42,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0995,S800-0995,Trasplante de plataformas,DIVERGIR,DIVERGIR,agents_ai_devtools,cross_domain_transfer,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,63,42,manual_review_recommended,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0197,M800-0197,Camuflaje contextual,DIVERGIR,EVOLUCIONAR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,research,66,42,manual_review_recommended,stage_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0860,R1000-0860,Aprendizaje adversarial,ATACAR,EVOLUCIONAR,adversarial_threat,adversarial_threat,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,research,68,42,manual_review_recommended,stage_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0466,R1000-0466,Resiliencia por redundancia,ROMPER,ROMPER,failure_resilience,failure_resilience,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,69,42,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0468,R1000-0468,Resiliencia por simplicidad,ROMPER,ROMPER,failure_resilience,failure_resilience,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,71,42,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0469,R1000-0469,Resiliencia por reparación local,ROMPER,ROMPER,failure_resilience,failure_resilience,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,69,42,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0472,R1000-0472,Resiliencia por memoria,ROMPER,ROMPER,failure_resilience,failure_resilience,developer_tools,cybersecurity,defensive_design,defensive_design,extended,research,74,42,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0475,R1000-0475,Resiliencia por retirada,ROMPER,ROMPER,failure_resilience,failure_resilience,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,69,42,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-L600-1434,L600-1434,La perspectiva de quien debe automatizar el trabajo que daba sentido a su identidad.,CARTOGRAFIAR,CARTOGRAFIAR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,conceptual_only,defensive_design,extended,research,58,41,manual_review_recommended,execution_hardened;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0177,M800-0177,Meteorología aplicada a riesgo,DIVERGIR,DELIMITAR,agents_ai_devtools,decision_risk,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,63,41,manual_review_recommended,stage_reclassified;category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0594,M800-0594,Escenario tecnológico inverso,ROMPER,DIVERGIR,decision_risk,decision_risk,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,61,41,manual_review_recommended,stage_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0795,M800-0795,Error intencional,DIVERGIR,DIVERGIR,failure_resilience,failure_resilience,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,67,41,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0795,S800-0795,Evaluador contrafactual,EVALUAR,EVALUAR,agents_ai_devtools,causal_state_transitions,developer_tools,developer_tools,local_analysis,local_analysis,extended,research,70,41,manual_review_recommended,category_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0851,R1000-0851,Aprendizaje por error,EVOLUCIONAR,EVOLUCIONAR,failure_resilience,failure_resilience,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,67,41,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0951,R1000-0951,Prototipo desechable,MATERIALIZAR,MATERIALIZAR,experimentation_benchmarks,experimentation_benchmarks,hybrid,cybersecurity,local_analysis,local_analysis,core,research,65,41,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0954,R1000-0954,Prototipo mínimo,MATERIALIZAR,MATERIALIZAR,experimentation_benchmarks,experimentation_benchmarks,hybrid,cybersecurity,local_analysis,local_analysis,core,research,65,41,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0955,R1000-0955,Prototipo negativo,MATERIALIZAR,MATERIALIZAR,experimentation_benchmarks,experimentation_benchmarks,hybrid,cybersecurity,local_analysis,local_analysis,core,research,65,41,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0958,R1000-0958,Prototipo paralelo,MATERIALIZAR,MATERIALIZAR,experimentation_benchmarks,experimentation_benchmarks,hybrid,cybersecurity,local_analysis,local_analysis,core,research,65,41,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0959,R1000-0959,Prototipo secuencial,MATERIALIZAR,MATERIALIZAR,experimentation_benchmarks,experimentation_benchmarks,hybrid,cybersecurity,local_analysis,local_analysis,core,research,65,41,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0960,R1000-0960,Prototipo contextual,MATERIALIZAR,MATERIALIZAR,experimentation_benchmarks,experimentation_benchmarks,hybrid,cybersecurity,local_analysis,local_analysis,core,research,65,41,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0961,R1000-0961,Experimento ciego,MATERIALIZAR,MATERIALIZAR,experimentation_benchmarks,experimentation_benchmarks,hybrid,cybersecurity,local_analysis,local_analysis,core,research,65,41,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0962,R1000-0962,Experimento doble ciego,MATERIALIZAR,MATERIALIZAR,experimentation_benchmarks,experimentation_benchmarks,hybrid,cybersecurity,local_analysis,local_analysis,core,research,65,41,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0963,R1000-0963,Experimento natural,MATERIALIZAR,MATERIALIZAR,experimentation_benchmarks,experimentation_benchmarks,hybrid,cybersecurity,local_analysis,local_analysis,core,research,65,41,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0964,R1000-0964,Experimento de retirada,MATERIALIZAR,MATERIALIZAR,experimentation_benchmarks,experimentation_benchmarks,hybrid,cybersecurity,local_analysis,local_analysis,core,research,65,41,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0965,R1000-0965,Experimento de inversión,MATERIALIZAR,MATERIALIZAR,experimentation_benchmarks,experimentation_benchmarks,developer_tools,cybersecurity,local_analysis,local_analysis,core,research,70,41,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0966,R1000-0966,Experimento de saturación,MATERIALIZAR,MATERIALIZAR,experimentation_benchmarks,experimentation_benchmarks,hybrid,cybersecurity,local_analysis,local_analysis,core,research,65,41,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0968,R1000-0968,Experimento de latencia,MATERIALIZAR,MATERIALIZAR,experimentation_benchmarks,experimentation_benchmarks,hybrid,cybersecurity,local_analysis,local_analysis,core,research,65,41,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0969,R1000-0969,Experimento de ruido,MATERIALIZAR,MATERIALIZAR,experimentation_benchmarks,experimentation_benchmarks,hybrid,cybersecurity,local_analysis,local_analysis,core,research,65,41,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0971,R1000-0971,Experimento recursivo,MATERIALIZAR,MATERIALIZAR,experimentation_benchmarks,experimentation_benchmarks,hybrid,cybersecurity,local_analysis,local_analysis,core,research,65,41,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0973,R1000-0973,Experimento instantáneo,MATERIALIZAR,MATERIALIZAR,experimentation_benchmarks,experimentation_benchmarks,hybrid,cybersecurity,local_analysis,local_analysis,core,research,65,41,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0975,R1000-0975,Experimento autocancelable,MATERIALIZAR,MATERIALIZAR,experimentation_benchmarks,experimentation_benchmarks,hybrid,cybersecurity,local_analysis,local_analysis,core,research,65,41,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0065,M800-0065,Eliminar la elección,EVOLUCIONAR,ROMPER,general_innovation,decision_risk,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,63,41,manual_review_recommended,stage_reclassified;category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0775,R1000-0775,Negocio de transición,DESCOMPONER,DESCOMPONER,causal_state_transitions,causal_state_transitions,developer_tools,cybersecurity,defensive_design,defensive_design,extended,research,66,40,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0542,M800-0542,Automatización por excepción,DIVERGIR,DIVERGIR,agents_ai_devtools,agents_ai_devtools,developer_tools,developer_tools,defensive_design,defensive_design,core,research,66,40,manual_review_recommended,tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0606,M800-0606,Sin bancos,DIVERGIR,DIVERGIR,trust_identity_access,causal_state_transitions,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,research,70,40,manual_review_recommended,category_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0726,M800-0726,Diseño para reparación,DIVERGIR,DIVERGIR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,research,66,40,manual_review_recommended,tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0216,S800-0216,Nodos con veto cruzado,DIVERGIR,DIVERGIR,governance_incentives,governance_incentives,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,61,40,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0327,S800-0327,Cascada de confianza,DIVERGIR,DIVERGIR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,research,75,40,manual_review_recommended,tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0406,S800-0406,Gobernanza por rotación desigual,DIVERGIR,DIVERGIR,governance_incentives,governance_incentives,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,61,40,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0408,S800-0408,Gobernanza por error reconocido,DIVERGIR,DIVERGIR,failure_resilience,governance_incentives,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,65,40,manual_review_recommended,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0409,S800-0409,Gobernanza por deuda,DIVERGIR,DIVERGIR,governance_incentives,governance_incentives,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,61,40,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0411,S800-0411,Gobernanza bicéfala,DIVERGIR,DIVERGIR,governance_incentives,governance_incentives,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,61,40,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0412,S800-0412,Gobernanza tricameral,DIVERGIR,DIVERGIR,governance_incentives,governance_incentives,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,61,40,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0418,S800-0418,Gobernanza competitiva,DIVERGIR,DIVERGIR,governance_incentives,governance_incentives,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,61,40,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0475,S800-0475,Contrato de salida,DIVERGIR,DIVERGIR,governance_incentives,governance_incentives,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,61,40,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0401,R1000-0401,Confianza cero,EVALUAR,EVALUAR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,local_analysis,local_analysis,extended,research,70,40,manual_review_recommended,tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0404,R1000-0404,Confianza contextual,EVALUAR,EVALUAR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,local_analysis,local_analysis,extended,research,70,40,manual_review_recommended,tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0405,R1000-0405,Confianza dividida,EVALUAR,EVALUAR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,local_analysis,local_analysis,extended,research,70,40,manual_review_recommended,tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0407,R1000-0407,Confianza revocable,EVALUAR,EVALUAR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,local_analysis,local_analysis,extended,research,70,40,manual_review_recommended,tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0410,R1000-0410,Confianza por comportamiento,EVALUAR,EVALUAR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,local_analysis,local_analysis,extended,research,70,40,manual_review_recommended,tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0411,R1000-0411,Confianza por sacrificio,EVALUAR,EVALUAR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,local_analysis,local_analysis,extended,research,70,40,manual_review_recommended,tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0412,R1000-0412,Confianza por consistencia,EVALUAR,EVALUAR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,local_analysis,local_analysis,extended,research,70,40,manual_review_recommended,tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0487,R1000-0487,Economía de confianza,ROMPER,ROMPER,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,research,66,40,manual_review_recommended,tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0406,R1000-0406,Confianza transferible,EVALUAR,DELIMITAR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,local_analysis,defensive_design,extended,research,70,39,manual_review_recommended,stage_reclassified;execution_hardened;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0759,M800-0759,Reserva de resiliencia,DIVERGIR,DIVERGIR,failure_resilience,failure_resilience,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,65,39,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0471,R1000-0471,Resiliencia por adaptación,EVOLUCIONAR,EVOLUCIONAR,failure_resilience,failure_resilience,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,69,39,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0563,S800-0563,Codificación por relaciones,DIVERGIR,DIVERGIR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,research,66,38,manual_review_recommended,tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0756,S800-0756,Razonamiento por invariantes locales,EVOLUCIONAR,EVOLUCIONAR,agents_ai_devtools,causal_state_transitions,developer_tools,developer_tools,defensive_design,defensive_design,extended,research,70,38,manual_review_recommended,category_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0774,S800-0774,Aprendizaje contrafactual,EVOLUCIONAR,EVOLUCIONAR,agents_ai_devtools,causal_state_transitions,developer_tools,developer_tools,defensive_design,defensive_design,extended,research,70,38,manual_review_recommended,category_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0784,S800-0784,Aprendizaje por invariantes causales,EVOLUCIONAR,EVOLUCIONAR,agents_ai_devtools,causal_state_transitions,developer_tools,developer_tools,defensive_design,defensive_design,extended,research,74,38,manual_review_recommended,category_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0282,M800-0282,Pensar como competidor,ATACAR,ATACAR,adversarial_threat,adversarial_threat,cybersecurity,cybersecurity,defensive_design,defensive_design,core,research,66,37,manual_review_recommended,tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0245,M800-0245,Matriz de riesgos y controles,ATACAR,DELIMITAR,adversarial_threat,decision_risk,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,research,68,37,manual_review_recommended,stage_reclassified;category_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0746,S800-0746,Planificación sin estado global,EVOLUCIONAR,DESCOMPONER,agents_ai_devtools,agents_ai_devtools,developer_tools,developer_tools,defensive_design,defensive_design,extended,research,71,37,manual_review_recommended,stage_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0531,M800-0531,Logística inversa,DIVERGIR,DIVERGIR,general_innovation,general_innovation,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,61,37,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0413,R1000-0413,Confianza por diversidad,EVALUAR,DIVERGIR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,local_analysis,defensive_design,extended,research,72,37,manual_review_recommended,stage_reclassified;execution_hardened;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0583,S800-0583,Silencio probabilístico,DIVERGIR,DIVERGIR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,research,66,37,manual_review_recommended,tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0957,S800-0957,Trasplante forense,DIVERGIR,DIVERGIR,agents_ai_devtools,cross_domain_transfer,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,research,68,37,manual_review_recommended,category_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0800,S800-0800,Evaluador recursivo,EVALUAR,EVALUAR,agents_ai_devtools,agents_ai_devtools,developer_tools,developer_tools,local_analysis,local_analysis,extended,research,66,37,manual_review_recommended,tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0786,R1000-0786,Defensa por ralentización,ATACAR,ATACAR,adversarial_threat,decision_risk,cybersecurity,cybersecurity,defensive_design,defensive_design,core,research,76,36,manual_review_recommended,category_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0168,M800-0168,Ecología aplicada a empresas,DIVERGIR,CARTOGRAFIAR,failure_resilience,cross_domain_transfer,hybrid,developer_tools,defensive_design,defensive_design,extended,research,67,36,manual_review_recommended,stage_reclassified;category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0414,M800-0414,Modelo de garantía,DIVERGIR,CARTOGRAFIAR,agents_ai_devtools,agents_ai_devtools,developer_tools,developer_tools,defensive_design,defensive_design,extended,research,66,36,manual_review_recommended,stage_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0419,M800-0419,Modelo anticrecimiento,DIVERGIR,CARTOGRAFIAR,failure_resilience,agents_ai_devtools,developer_tools,developer_tools,defensive_design,defensive_design,extended,research,70,36,manual_review_recommended,stage_reclassified;category_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0888,R1000-0888,Analogía médica,DIVERGIR,CARTOGRAFIAR,agents_ai_devtools,cross_domain_transfer,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,63,36,manual_review_recommended,stage_reclassified;category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0740,S800-0740,Planificación sin lenguaje natural,EVOLUCIONAR,DESCOMPONER,agents_ai_devtools,agents_ai_devtools,developer_tools,developer_tools,defensive_design,defensive_design,extended,research,71,36,manual_review_recommended,stage_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0877,R1000-0877,Analogía estructural,DIVERGIR,DIVERGIR,agents_ai_devtools,cross_domain_transfer,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,63,36,manual_review_recommended,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0878,R1000-0878,Analogía inversa,DIVERGIR,DIVERGIR,agents_ai_devtools,cross_domain_transfer,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,63,36,manual_review_recommended,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0879,R1000-0879,Analogía biológica,DIVERGIR,DIVERGIR,agents_ai_devtools,cross_domain_transfer,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,63,36,manual_review_recommended,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0882,R1000-0882,Analogía musical,DIVERGIR,DIVERGIR,agents_ai_devtools,cross_domain_transfer,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,63,36,manual_review_recommended,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0885,R1000-0885,Analogía ecológica,DIVERGIR,DIVERGIR,agents_ai_devtools,cross_domain_transfer,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,63,36,manual_review_recommended,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0886,R1000-0886,Analogía lingüística,DIVERGIR,DIVERGIR,agents_ai_devtools,cross_domain_transfer,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,63,36,manual_review_recommended,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0889,R1000-0889,Analogía inmunológica,DIVERGIR,DIVERGIR,agents_ai_devtools,cross_domain_transfer,developer_tools,cybersecurity,defensive_design,defensive_design,extended,research,68,36,manual_review_recommended,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0891,R1000-0891,Analogía geológica,DIVERGIR,DIVERGIR,agents_ai_devtools,cross_domain_transfer,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,63,36,manual_review_recommended,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0892,R1000-0892,Analogía astronómica,DIVERGIR,DIVERGIR,agents_ai_devtools,cross_domain_transfer,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,63,36,manual_review_recommended,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0527,S800-0527,Información con genealogía,DIVERGIR,DIVERGIR,data_privacy_provenance,data_privacy_provenance,hybrid,cybersecurity,defensive_design,defensive_design,extended,research,61,36,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0568,R1000-0568,Paradoja de seguridad,ROMPER,ROMPER,general_innovation,general_innovation,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,research,68,36,manual_review_recommended,tier_recalibrated;causal_axis_added;integration_contract_added,
